MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition						Time:	102.58643	Sec	5/8/2017 6:19:50 PM
Time	Axial Displacement	Axial Force
Sec	mm	N
67.536621	-26.38537	0.7258904
67.636719	-26.384417	0.72796434
67.736816	-26.383259	0.74397051
67.836914	-26.382097	0.77781957
67.937012	-26.381516	0.80763298
68.037109	-26.379715	0.8403458
68.137207	-26.378929	0.86245644
68.237305	-26.378584	0.87600416
68.337402	-26.377949	0.89327765
68.4375	-26.375345	0.94883317
68.537598	-26.374716	0.97327721
68.637695	-26.37365	1.01449
68.737793	-26.372425	1.0525582
68.837891	-26.370966	1.0677141
68.937988	-26.371935	1.0576556
69.038086	-26.372353	1.0562773
69.138184	-26.372503	1.0459034
69.238281	-26.372677	1.0381416
69.338379	-26.374241	1.005851
69.438477	-26.37466	0.99231815
69.538574	-26.37525	0.97004944
69.638672	-26.3771	0.90986711
69.73877	-26.379688	0.86115199
69.838867	-26.379465	0.83811581
69.938965	-26.378965	0.84842402
70.039063	-26.378748	0.86172545
70.13916	-26.379684	0.83033925
70.239258	-26.380369	0.79941201
70.339355	-26.381863	0.75931191
70.439453	-26.382221	0.74638623
70.539551	-26.383556	0.7284255
70.639648	-26.382174	0.75499868
70.739746	-26.379906	0.80148357
70.839844	-26.378338	0.85012603
70.939941	-26.378304	0.86519104
71.040039	-26.378902	0.84297025
71.140137	-26.377619	0.86777127
71.240234	-26.375704	0.93402201
71.340332	-26.374205	0.97582877
71.44043	-26.372126	1.0398487
71.540527	-26.370468	1.0777628
71.640625	-26.36936	1.1175616
71.740723	-26.36923	1.1130526
71.84082	-26.369825	1.0936623
71.940918	-26.370424	1.0818565
72.041016	-26.371731	1.05699
72.141113	-26.371946	1.0253296
72.241211	-26.372255	1.0143698
72.341309	-26.372435	1.0182047
72.441406	-26.37361	0.99881113
72.541504	-26.374809	0.95529729
72.641602	-26.378094	0.87761092
72.741699	-26.378498	0.83159101
72.841797	-26.38006	0.79488093
72.941895	-26.381184	0.77709514
73.041992	-26.380348	0.76673764
73.14209	-26.380491	0.7798835
73.242188	-26.380014	0.78612286
73.342285	-26.379532	0.79790628
73.442383	-26.378281	0.80709958
73.54248	-26.377779	0.82821244
73.642578	-26.375561	0.87803972
73.742676	-26.374668	0.9082188
73.842773	-26.373152	0.94762504
73.942871	-26.372082	0.98857272
74.042969	-26.369476	1.0386357
74.143066	-26.369312	1.0648533
74.243164	-26.369469	1.0574789
74.343262	-26.369555	1.0625123
74.443359	-26.367977	1.0987772
74.543457	-26.367376	1.1105913
74.643555	-26.367121	1.12014
74.743652	-26.367701	1.0889566
74.84375	-26.369057	1.0661478
74.943848	-26.369879	1.0499156
75.043945	-26.371294	1.0084049
75.144043	-26.373655	0.93683201
75.244141	-26.37381	0.93688571
75.344238	-26.37343	0.92255563
75.444336	-26.37462	0.90432394
75.544434	-26.374004	0.91245449
75.644531	-26.372623	0.92548317
75.744629	-26.373474	0.90768927
75.844727	-26.374823	0.85426533
75.944824	-26.374271	0.85371631
76.044922	-26.373549	0.84726942
76.14502	-26.372417	0.88238323
76.245117	-26.371803	0.88162702
76.345215	-26.37022	0.91107422
76.445313	-26.369396	0.93681097
76.54541	-26.369289	0.95622629
76.645508	-26.368998	0.98029697
76.745605	-26.366575	1.0224006
76.845703	-26.3652	1.0672482
76.945801	-26.364382	1.1107789
77.045898	-26.363308	1.1438675
77.145996	-26.363333	1.1496663
77.246094	-26.363487	1.143488
77.346191	-26.362995	1.1493351
77.446289	-26.363127	1.1464916
77.546387	-26.363182	1.1391588
77.646484	-26.364185	1.1339744
77.746582	-26.365288	1.1044961
77.84668	-26.366999	1.0465883
77.946777	-26.369043	0.98722124
78.046875	-26.370293	0.93920898
78.146973	-26.371111	0.9033519
78.24707	-26.371258	0.90178901
78.347168	-26.371902	0.87707835
78.447266	-26.373453	0.84014845
78.547363	-26.374001	0.821536
78.647461	-26.373941	0.82145441
78.747559	-26.374008	0.79751694
78.847656	-26.372156	0.84004378
78.947754	-26.371454	0.86245936
79.047852	-26.370472	0.88327253
79.147949	-26.36875	0.92896128
79.248047	-26.368546	0.93009841
